id,world,seed,repeat,checkpoint_steps,planner,steps,max_steps,travel_m,start_dist_m,dist_to_goal_m,min_dist_to_goal_m,min_dist_step,net_disp_m,cells_visited,min_clear_m,stopped_steps,collisions,hit_unknown,reached_goal,r_progress,r_coverage,r_time,r_stop,r_clear,r_seen,r_revisit,r_terminal,goal_tol_m,robot_r,goal_x,goal_y
0,maze,101,0,149994,policy,3000,3000,200.82656860351562,44.0926628112793,9.45236587524414,9.44853687286377,2897,39.31452560424805,139,0.7273298501968384,99,0,0,0,178.32667541503906,47.286712646484375,-2.999964952468872,-9.900001525878906,-3.1117401123046875,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
1,maze,101,1,149994,policy,3000,3000,207.26443481445312,44.0926628112793,14.272214889526367,9.476462364196777,2297,30.89447021484375,136,0.676277220249176,0,0,0,0,140.1339874267578,46.26613998413086,-2.999964952468872,0.0,-1.361495018005371,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
2,maze,102,0,149994,policy,3000,3000,188.82992553710938,26.98373794555664,4.492178440093994,0.08690168708562851,2837,25.30927276611328,121,0.6317563652992249,0,0,0,0,187.58917236328125,67.2626953125,-2.999964952468872,0.0,-2.9392447471618652,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
3,maze,102,1,149994,policy,2317,3000,141.70474243164062,26.98373794555664,15.201315879821777,7.580814361572266,894,12.53223705291748,88,0.5942402482032776,0,1,1,0,92.88745880126953,48.918331146240234,-2.317014455795288,0.0,-1.6017570495605469,0.0,0.0,-300.0,3.0,0.6,17.088871002197266,24.572813034057617
4,maze,103,0,149994,policy,123,3000,8.832618713378906,36.81302261352539,31.107219696044922,31.107219696044922,123,7.115411281585693,9,0.5694173574447632,0,1,1,0,38.65702438354492,3.6671805381774902,-0.12300007045269012,0.0,-1.0528417825698853,0.0,0.0,-300.0,3.0,0.6,28.44996452331543,28.44996452331543
5,maze,103,1,149994,policy,3000,3000,189.74497985839844,36.81302261352539,17.64303207397461,16.899600982666016,1399,19.177106857299805,68,0.7189536094665527,0,0,0,0,104.18648529052734,27.707609176635742,-2.999964952468872,0.0,-4.329978942871094,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
6,maze,104,0,149994,policy,3000,3000,151.55694580078125,39.78676986694336,40.13193130493164,26.813983917236328,239,1.7863234281539917,47,0.6492982506752014,0,0,0,0,8.979513168334961,17.71945571899414,-2.999964952468872,0.0,-14.566969871520996,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
7,maze,104,1,149994,policy,3000,3000,188.82911682128906,39.78676986694336,19.513940811157227,15.892162322998047,2423,24.50065803527832,114,0.6811287999153137,0,0,0,0,123.15972137451172,42.979148864746094,-2.999964952468872,0.0,-15.523629188537598,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
8,maze,105,0,149994,policy,3000,3000,79.32449340820312,50.997222900390625,37.59189224243164,34.953128814697266,397,14.515761375427246,62,0.6457796692848206,1776,0,0,0,56.927581787109375,18.236303329467773,-2.999964952468872,-177.6016387939453,-4.917534828186035,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
9,maze,105,1,149994,policy,3000,3000,170.62823486328125,50.997222900390625,43.84775924682617,34.93351364135742,1603,7.191146373748779,61,0.649751603603363,0,0,0,0,28.202119827270508,17.942169189453125,-2.999964952468872,0.0,-3.6150062084198,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
10,maze,106,0,149994,policy,3000,3000,183.23556518554688,20.522558212280273,8.841105461120605,0.08436523377895355,1835,12.296319961547852,97,0.7100405097007751,0,0,0,0,119.83220672607422,70.89763641357422,-2.999964952468872,0.0,-3.0309314727783203,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
11,maze,106,1,149994,policy,3000,3000,185.3279571533203,20.522558212280273,2.019007921218872,0.11632027477025986,2831,21.623502731323242,91,0.6104312539100647,0,0,0,0,210.72894287109375,66.51221466064453,-2.999964952468872,0.0,-6.7356276512146,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
12,maze,101,0,0,random,3000,3000,145.13478088378906,44.0926628112793,35.78754806518555,35.78754806518555,3000,10.397186279296875,40,0.757371723651886,0,0,0,0,47.16061782836914,13.607710838317871,-2.999964952468872,0.0,-0.7025256156921387,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
13,maze,101,1,0,random,3000,3000,194.23072814941406,44.0926628112793,25.362781524658203,9.827750205993652,2211,20.168729782104492,184,0.7217886447906494,0,0,0,0,91.4834976196289,62.59530258178711,-2.999964952468872,0.0,-1.9368749856948853,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
14,maze,102,0,0,random,3000,3000,133.82568359375,26.98373794555664,27.900371551513672,22.808469772338867,99,1.5888437032699585,15,0.8029528856277466,0,0,0,0,11.776288986206055,8.338356971740723,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
15,maze,102,1,0,random,3000,3000,133.60369873046875,26.98373794555664,18.760936737060547,18.275880813598633,308,8.549118041992188,20,0.8319786787033081,0,0,0,0,63.36498260498047,11.117807388305664,-2.999964952468872,0.0,0.0,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
16,maze,103,0,0,random,3000,3000,132.05422973632812,36.81302261352539,31.375030517578125,30.97223663330078,185,9.825923919677734,14,0.7434672713279724,0,0,0,0,53.3828239440918,5.704503059387207,-2.999964952468872,0.0,-0.38216233253479004,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
17,maze,103,1,0,random,3000,3000,156.21730041503906,36.81302261352539,16.7620792388916,12.51992130279541,1161,20.5454044342041,86,0.7487493753433228,0,0,0,0,111.62030792236328,35.04196548461914,-2.999964952468872,0.0,-1.4190936088562012,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
18,maze,104,0,0,random,3000,3000,137.756591796875,39.78676986694336,34.77400207519531,27.603551864624023,313,5.2421064376831055,31,0.6920275092124939,0,0,0,0,26.350996017456055,11.687300682067871,-2.999964952468872,0.0,-1.1153454780578613,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
19,maze,104,1,0,random,3000,3000,163.18238830566406,39.78676986694336,19.022375106811523,15.917606353759766,2625,26.261295318603516,97,0.6878712773323059,0,0,0,0,132.01014709472656,36.56997299194336,-2.999964952468872,0.0,-4.836756706237793,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
20,maze,105,0,0,random,2967,3000,188.22398376464844,50.997222900390625,42.21879196166992,31.92680549621582,1667,12.992159843444824,143,0.5906109809875488,0,1,1,0,50.95241928100586,42.06110382080078,-2.9669673442840576,0.0,-12.789342880249023,0.0,0.0,-300.0,3.0,0.6,36.20426559448242,41.73569107055664
21,maze,105,1,0,random,436,3000,27.741180419921875,50.997222900390625,36.591880798339844,36.587257385253906,435,16.497461318969727,24,0.5963402390480042,0,1,1,0,64.69943237304688,7.059208393096924,-0.43599793314933777,0.0,-2.2639963626861572,0.0,0.0,-300.0,3.0,0.6,36.20426559448242,41.73569107055664
22,maze,106,0,0,random,3000,3000,132.71006774902344,20.522558212280273,15.299602508544922,15.078166961669922,260,11.598029136657715,13,0.7528766989707947,0,0,0,0,113.02720642089844,9.501739501953125,-2.999964952468872,0.0,-0.760136067867279,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
23,maze,106,1,0,random,3000,3000,134.38980102539062,20.522558212280273,11.144767761230469,10.981449127197266,1261,11.060135841369629,19,0.7646470069885254,0,0,0,0,107.78507232666016,13.887155532836914,-2.999964952468872,0.0,-0.20694968104362488,0.0,0.0,0.0,3.0,0.6,16.57559585571289,16.57559585571289
24,maze,101,0,0,freeM,3000,3000,287.4535217285156,44.0926628112793,26.358104705810547,9.560836791992188,1706,17.790485382080078,216,0.6987580060958862,0,0,0,0,80.6955795288086,73.48151397705078,-2.999964952468872,0.0,-15.025349617004395,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
25,maze,101,1,0,freeM,3000,3000,287.4535217285156,44.0926628112793,26.358104705810547,9.560836791992188,1706,17.790485382080078,216,0.6987580060958862,0,0,0,0,80.6955795288086,73.48151397705078,-2.999964952468872,0.0,-15.025349617004395,0.0,0.0,0.0,3.0,0.6,36.94566345214844,31.30017852783203
26,maze,102,0,0,freeM,3000,3000,167.72288513183594,26.98373794555664,27.91684913635254,8.001466751098633,238,1.5959141254425049,57,0.6894233226776123,0,0,0,0,11.828654289245605,31.685768127441406,-2.999964952468872,0.0,-3.5207667350769043,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
27,maze,102,1,0,freeM,3000,3000,167.72288513183594,26.98373794555664,27.91684913635254,8.001466751098633,238,1.5959141254425049,57,0.6894233226776123,0,0,0,0,11.828654289245605,31.685768127441406,-2.999964952468872,0.0,-3.5207667350769043,0.0,0.0,0.0,3.0,0.6,17.088871002197266,24.572813034057617
28,maze,103,0,0,freeM,3000,3000,138.52041625976562,36.81302261352539,38.791561126708984,30.03892707824707,111,2.1052777767181396,28,0.6932574510574341,0,0,0,0,11.437695503234863,11.40900993347168,-2.999964952468872,0.0,-2.187551975250244,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
29,maze,103,1,0,freeM,3000,3000,138.52041625976562,36.81302261352539,38.791561126708984,30.03892707824707,111,2.1052777767181396,28,0.6932574510574341,0,0,0,0,11.437695503234863,11.40900993347168,-2.999964952468872,0.0,-2.187551975250244,0.0,0.0,0.0,3.0,0.6,28.44996452331543,28.44996452331543
30,maze,104,0,0,freeM,3000,3000,162.04293823242188,39.78676986694336,42.27435302734375,27.098722457885742,179,2.4947047233581543,58,0.6622903347015381,0,0,0,0,12.540403366088867,21.86656951904297,-2.999964952468872,0.0,-7.027097702026367,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
31,maze,104,1,0,freeM,3000,3000,162.04293823242188,39.78676986694336,42.27435302734375,27.098722457885742,179,2.4947047233581543,58,0.6622903347015381,0,0,0,0,12.540403366088867,21.86656951904297,-2.999964952468872,0.0,-7.027097702026367,0.0,0.0,0.0,3.0,0.6,22.45723533630371,37.262062072753906
32,maze,105,0,0,freeM,3000,3000,278.6218566894531,50.997222900390625,51.9975471496582,27.988523483276367,1759,2.9378952980041504,220,0.6418858170509338,0,0,0,0,11.521591186523438,64.70929718017578,-2.999964952468872,0.0,-35.43370819091797,0.0,0.0,0.0,3.0,0.6,36.20426559448242,41.73569107055664
